Source,Target,Type,Rel 
larisapyleva,comradzampolit,Directed,Retweet
lenalyo,comradzampolit,Directed,Retweet
leonid_1102,comradzampolit,Directed,Retweet
lerochka_ala,comradzampolit,Directed,Retweet
leronvoinik,comradzampolit,Directed,Retweet
littleebola,comradzampolit,Directed,Retweet
lusovat,comradzampolit,Directed,Retweet
maks_osipov_,comradzampolit,Directed,Retweet
mama_russland,comradzampolit,Directed,Retweet
maratgafvv,comradzampolit,Directed,Retweet
maratkalyashin,comradzampolit,Directed,Retweet
mary_giber,comradzampolit,Directed,Retweet
mashakrasno,comradzampolit,Directed,Retweet
mashulya_1994,comradzampolit,Directed,Retweet
mermacie,comradzampolit,Directed,Retweet
mihailbugrov,comradzampolit,Directed,Retweet
mihanovikov,comradzampolit,Directed,Retweet
mihgorbunov,comradzampolit,Directed,Retweet
mikkyrurk,comradzampolit,Directed,Retweet
milanadur,comradzampolit,Directed,Retweet
mx_jt,comradzampolit,Directed,Retweet
natalia_legalad,comradzampolit,Directed,Retweet
nemovvova,comradzampolit,Directed,Retweet
new_ageofmee,comradzampolit,Directed,Retweet
nikannika,comradzampolit,Directed,Retweet
nikita_baglaev,comradzampolit,Directed,Retweet
nikolaizagaid,comradzampolit,Directed,Retweet
nolnaoou,comradzampolit,Directed,Retweet
ocimnocxi,comradzampolit,Directed,Retweet
ohmygodkoval,comradzampolit,Directed,Retweet
olegmusalfeev,comradzampolit,Directed,Retweet
operator_so,comradzampolit,Directed,Retweet
osterr666,comradzampolit,Directed,Retweet
patriotka_rusi,comradzampolit,Directed,Retweet
pavelvasilie,comradzampolit,Directed,Retweet
pavignatiev,comradzampolit,Directed,Retweet
peacelovejoga,comradzampolit,Directed,Retweet
petrsablin,comradzampolit,Directed,Retweet
plushevyea,comradzampolit,Directed,Retweet
politopros,comradzampolit,Directed,Retweet
polovinca,comradzampolit,Directed,Retweet
portmela,comradzampolit,Directed,Retweet
pumpkinshmapkin,comradzampolit,Directed,Retweet
pusha_072,comradzampolit,Directed,Retweet
razvedchica_,comradzampolit,Directed,Retweet
rburno_,comradzampolit,Directed,Retweet
romanagafonovv,comradzampolit,Directed,Retweet
romangorolov,comradzampolit,Directed,Retweet
rudemyanenko,comradzampolit,Directed,Retweet
russianallies,comradzampolit,Directed,Retweet
sergbriantsev,comradzampolit,Directed,Retweet
sillysexysilly,comradzampolit,Directed,Retweet
slavabulatov,comradzampolit,Directed,Retweet
slavaseroff,comradzampolit,Directed,Retweet
stasia_frolova,comradzampolit,Directed,Retweet
stsperov,comradzampolit,Directed,Retweet
svetik_all,comradzampolit,Directed,Retweet
taisiya_c,comradzampolit,Directed,Retweet
tema_artema_,comradzampolit,Directed,Retweet
theloneliestday,comradzampolit,Directed,Retweet
timbelozertcev,comradzampolit,Directed,Retweet
tolko_anatolko,comradzampolit,Directed,Retweet
tribunaonline24,comradzampolit,Directed,Retweet
v_bakulin,comradzampolit,Directed,Retweet
v_vasilevna,comradzampolit,Directed,Retweet
vaganovaslava,comradzampolit,Directed,Retweet
varyagkreyser,comradzampolit,Directed,Retweet
viborisova,comradzampolit,Directed,Retweet
victor_samsonof,comradzampolit,Directed,Retweet
vikatiranova,comradzampolit,Directed,Retweet
vikazotovaa,comradzampolit,Directed,Retweet
viktor_lavren,comradzampolit,Directed,Retweet
vikus1992,comradzampolit,Directed,Retweet
vityagrushin,comradzampolit,Directed,Retweet
vladimirvorono,comradzampolit,Directed,Retweet
vverayakovleva,comradzampolit,Directed,Retweet
yattvrussia,comradzampolit,Directed,Retweet
zaytcevy,comradzampolit,Directed,Retweet
zdrastenastia,comradzampolit,Directed,Retweet
zendmitrov,comradzampolit,Directed,Retweet
zimnikovavenera,comradzampolit,Directed,Retweet
zvyaginzeva,comradzampolit,Directed,Retweet
cookiiieeessss,politweecs,Directed,Retweet
cookiiieeessss,ramonasnails,Directed,Retweet
cookiiieeessss,specialaffair,Directed,Retweet
eliasbrick,cookiiieeessss,Directed,Retweet
maymaymyy,cookiiieeessss,Directed,Retweet
queenofthewo,cookiiieeessss,Directed,Retweet
cookncooks,jamharris_,Directed,Retweet
cookncooks,karenparker93,Directed,Retweet
cookncooks,pamela_moore13,Directed,Retweet
cookncooks,screamymonkey,Directed,Retweet
cookncooks,southlonestar,Directed,Retweet
cookncooks,thefoundingson,Directed,Retweet
cookncooks,wayne_drake_,Directed,Retweet
evewebster373,cookncooks,Directed,Retweet
happkendrahappy,cookncooks,Directed,Retweet
jeannemccarthy0,cookncooks,Directed,Retweet
leroylovesusa,cookncooks,Directed,Retweet
pati_cooper,cookncooks,Directed,Retweet
cornellburchet,ramonasnails,Directed,Retweet
cornellburchet,wokefromday1,Directed,Retweet
hiimkhloe,cornellburchet,Directed,Retweet
susayung,cornellburchet,Directed,Retweet
corynaenae,siccerthanyou,Directed,Retweet
corynaenae,trayneshacole,Directed,Retweet
roberthughess,corynaenae,Directed,Retweet
sadieeatonn,corynaenae,Directed,Retweet
covfefenationus,johncopper16,Directed,Retweet
covfefenationus,wokeluisa,Directed,Retweet
crazycretaceous,maxdementiev,Directed,Retweet
crazycretaceous,novostimsk,Directed,Retweet
crazycretaceous,novostismr,Directed,Retweet
crazycretaceous,novostispb,Directed,Retweet
crazycretaceous,novostiuf,Directed,Retweet
crazycretaceous,riafanru,Directed,Retweet
crazycretaceous,zubovnik,Directed,Retweet
creeepysmooth,marisha_zu,Directed,Retweet
creeepysmooth,politvlast,Directed,Retweet
creeepysmooth,russianallies,Directed,Retweet
creeepysmooth,zubovnik,Directed,Retweet
crystal1johnson,nj_blacknews,Directed,Retweet
crystal1johnson,not_myheritage,Directed,Retweet
crystal1johnson,savecooper,Directed,Retweet
crystal1johnson,trayneshacole,Directed,Retweet
crystal1johnson,wokeluisa,Directed,Retweet
rosieonfleek,crystal1johnson,Directed,Retweet
datwisenigga,crystal1johnson,Directed,Retweet
dontshootcom,crystal1johnson,Directed,Retweet
drmichaelgarcia,crystal1johnson,Directed,Retweet
eliasbrick,crystal1johnson,Directed,Retweet
gallowayeliana,crystal1johnson,Directed,Retweet
gwennythot,crystal1johnson,Directed,Retweet
hiimkhloe,crystal1johnson,Directed,Retweet
hunteroddddom,crystal1johnson,Directed,Retweet
ilovesarahrich,crystal1johnson,Directed,Retweet
imaswerve,crystal1johnson,Directed,Retweet
imissobama,crystal1johnson,Directed,Retweet
jassscott,crystal1johnson,Directed,Retweet
jerstoner,crystal1johnson,Directed,Retweet
jery_robertsyo,crystal1johnson,Directed,Retweet
karenparker93,crystal1johnson,Directed,Retweet
kaydenmelton,crystal1johnson,Directed,Retweet
lagonehoe,crystal1johnson,Directed,Retweet
liljordamn,crystal1johnson,Directed,Retweet
malloryjared,crystal1johnson,Directed,Retweet
maymaymyy,crystal1johnson,Directed,Retweet
missourinewsus,crystal1johnson,Directed,Retweet
mrclydepratt,crystal1johnson,Directed,Retweet
mrmoraan,crystal1johnson,Directed,Retweet
nj_blacknews,crystal1johnson,Directed,Retweet
notballinyet,crystal1johnson,Directed,Retweet
ogdeandre,crystal1johnson,Directed,Retweet
onemightyfish,crystal1johnson,Directed,Retweet
patriotblake,crystal1johnson,Directed,Retweet
regieblackmon,crystal1johnson,Directed,Retweet
samirgooden,crystal1johnson,Directed,Retweet
siccerthanyou,crystal1johnson,Directed,Retweet
stanleyparris,crystal1johnson,Directed,Retweet
staywoke88,crystal1johnson,Directed,Retweet
susayung,crystal1johnson,Directed,Retweet
tessyelmore,crystal1johnson,Directed,Retweet
trayneshacole,crystal1johnson,Directed,Retweet
willisbonnerr,crystal1johnson,Directed,Retweet
wokefromday1,crystal1johnson,Directed,Retweet
youjustctrlc,crystal1johnson,Directed,Retweet
cuckman2000,maxdementiev,Directed,Retweet
cuckman2000,novostimsk,Directed,Retweet
cuckman2000,novostispb,Directed,Retweet
cuckman2000,riafanru,Directed,Retweet
cuckman2000,rudemyanenko,Directed,Retweet
curtisbigman,jenn_abrams,Directed,Retweet
curtisbigman,loragreeen,Directed,Retweet
curtisbigman,thefoundingson,Directed,Retweet
loragreeen,curtisbigman,Directed,Retweet
worldofhashtags,curtisbigman,Directed,Retweet
cusmax,leontevserega,Directed,Retweet
cusmax,lerochka_ala,Directed,Retweet
cusmax,marisha_zu,Directed,Retweet
cusmax,zililinym,Directed,Retweet
cusmax,zubovnik,Directed,Retweet
kir_gromov,cusmax,Directed,Retweet
customernumba1,denn_nikitin,Directed,Retweet
customernumba1,ladavish,Directed,Retweet
customernumba1,lenkaspb,Directed,Retweet
customernumba1,margoberoeva,Directed,Retweet
customernumba1,maxdementiev,Directed,Retweet
customernumba1,nucolewp2000,Directed,Retweet
customernumba1,operator_so,Directed,Retweet
customernumba1,romashkamsk,Directed,Retweet
customernumba1,val_zol,Directed,Retweet
customernumba1,zubovnik,Directed,Retweet
emma_kvn,customernumba1,Directed,Retweet
evgen_bbb,customernumba1,Directed,Retweet
griga_bash,customernumba1,Directed,Retweet
irenne_official,customernumba1,Directed,Retweet
kyrill_moto,customernumba1,Directed,Retweet
cyberkuzia,lenkaspb,Directed,Retweet
cyberkuzia,maxdementiev,Directed,Retweet
cyberkuzia,rapirago,Directed,Retweet
cyberkuzia,riafanru,Directed,Retweet
cyberkuzia,val_zol,Directed,Retweet
cychevmark,marygolyberva,Directed,Retweet
cychevmark,maxdementiev,Directed,Retweet
cychevmark,saftex,Directed,Retweet
cychevmark,vitanosova,Directed,Retweet
horoshilovvv,cychevmark,Directed,Retweet
illi_alt,cychevmark,Directed,Retweet
irak0t0va,cychevmark,Directed,Retweet
irenne_official,cychevmark,Directed,Retweet
irina_goooor,cychevmark,Directed,Retweet
ivannikiphorof,cychevmark,Directed,Retweet
kir_gromov,cychevmark,Directed,Retweet
klim_petrov_,cychevmark,Directed,Retweet
kurdrysh,cychevmark,Directed,Retweet
ladavish,cychevmark,Directed,Retweet
lenukberuk,cychevmark,Directed,Retweet
mmmaaaashu,cychevmark,Directed,Retweet
muravickiyy,cychevmark,Directed,Retweet
nasty_grach,cychevmark,Directed,Retweet
nik__angela,cychevmark,Directed,Retweet
nini_711,cychevmark,Directed,Retweet
rosist_n1,cychevmark,Directed,Retweet
rus_anis,cychevmark,Directed,Retweet
russianmonster7,cychevmark,Directed,Retweet
semenovtosha,cychevmark,Directed,Retweet
sevas_inokent,cychevmark,Directed,Retweet
victor_samsonof,cychevmark,Directed,Retweet
vladgurovv,cychevmark,Directed,Retweet
yanagreben,cychevmark,Directed,Retweet
cynthiamhunter,pamela_moore13,Directed,Retweet
cynthiamhunter,roomofrumor,Directed,Retweet
cynthiamhunter,screamymonkey,Directed,Retweet
cynthiamhunter,specialaffair,Directed,Retweet
cynthiamhunter,thefoundingson,Directed,Retweet
cynthiamhunter,tpartynews,Directed,Retweet
cynthiamhunter,worldofhashtags,Directed,Retweet
dorothiebell,cynthiamhunter,Directed,Retweet
cyrusworley,danageezus,Directed,Retweet
cyrusworley,puredavie,Directed,Retweet
czar_the_one,denn_nikitin,Directed,Retweet
czar_the_one,emma_kvn,Directed,Retweet
czar_the_one,jamimahdi,Directed,Retweet
czar_the_one,katka_hero,Directed,Retweet
czar_the_one,new_ageofmee,Directed,Retweet
czar_the_one,nickzlobin,Directed,Retweet
czar_the_one,politvlast,Directed,Retweet
czar_the_one,zubovnik,Directed,Retweet
d_a_s_h_aaa,donetsknovosti,Directed,Retweet
d_a_s_h_aaa,inforeactor,Directed,Retweet
d_a_s_h_aaa,kravchukrussia,Directed,Retweet
d_a_s_h_aaa,krislisovskaya,Directed,Retweet
d_a_s_h_aaa,lionovaa,Directed,Retweet
d_a_s_h_aaa,novostichel,Directed,Retweet
d_a_s_h_aaa,novosticrimea,Directed,Retweet
d_a_s_h_aaa,novostimsk,Directed,Retweet
d_a_s_h_aaa,novostinsk,Directed,Retweet
d_a_s_h_aaa,novostiomska,Directed,Retweet
d_a_s_h_aaa,novostirnd,Directed,Retweet
d_a_s_h_aaa,novostiuf,Directed,Retweet
d_a_s_h_aaa,puzja,Directed,Retweet
d_a_s_h_aaa,riafanru,Directed,Retweet
d_a_s_h_aaa,vizydyreguji,Directed,Retweet
dmitro_gondar,d_a_s_h_aaa,Directed,Retweet
dobre_denn,d_a_s_h_aaa,Directed,Retweet
kira_mir10,d_a_s_h_aaa,Directed,Retweet
mavlanov_kostya,d_a_s_h_aaa,Directed,Retweet
rodya_bez,d_a_s_h_aaa,Directed,Retweet
ruslanvaxidov,d_a_s_h_aaa,Directed,Retweet
sevagrix,d_a_s_h_aaa,Directed,Retweet
ti_mironov,d_a_s_h_aaa,Directed,Retweet
vas_mordvin,d_a_s_h_aaa,Directed,Retweet
vladislav_pom,d_a_s_h_aaa,Directed,Retweet
d_andre_austin_,ina_malone,Directed,Retweet
d_andre_austin_,willie_bign,Directed,Retweet
dan_sel_lers,d_andre_austin_,Directed,Retweet
debbsfarrell,d_andre_austin_,Directed,Retweet
deborah_norris_,d_andre_austin_,Directed,Retweet
debra_stern_,d_andre_austin_,Directed,Retweet
del_mcquarrie,d_andre_austin_,Directed,Retweet
dwightb0nd,d_andre_austin_,Directed,Retweet
ertmangreta,d_andre_austin_,Directed,Retweet
esterbriang,d_andre_austin_,Directed,Retweet
evannotmcgregor,d_andre_austin_,Directed,Retweet
fredythecreator,d_andre_austin_,Directed,Retweet
jimthurmann,d_andre_austin_,Directed,Retweet
jj_walshj,d_andre_austin_,Directed,Retweet
julianna_yes,d_andre_austin_,Directed,Retweet
justbe_mine,d_andre_austin_,Directed,Retweet
kathyditmar,d_andre_austin_,Directed,Retweet
mitch_lllynch,d_andre_austin_,Directed,Retweet
originofkaty,d_andre_austin_,Directed,Retweet
peter_downs_up,d_andre_austin_,Directed,Retweet
radekesofia,d_andre_austin_,Directed,Retweet
sheena_ring,d_andre_austin_,Directed,Retweet
sheila_shh,d_andre_austin_,Directed,Retweet
sherman_cn,d_andre_austin_,Directed,Retweet
siennasmm,d_andre_austin_,Directed,Retweet
sound4boyz,d_andre_austin_,Directed,Retweet
walter_hey,d_andre_austin_,Directed,Retweet
willie_bign,d_andre_austin_,Directed,Retweet
daerokiba,krivelev_law,Directed,Retweet
daerokiba,lusovat,Directed,Retweet
daerokiba,novostikzn,Directed,Retweet
daerokiba,novostimsk,Directed,Retweet
daerokiba,novostinn,Directed,Retweet
daerokiba,novostispb,Directed,Retweet
daerokiba,riafanru,Directed,Retweet
daileyjadon,jenn_abrams,Directed,Retweet
daileyjadon,sophiekole,Directed,Retweet
daileyjadon,stanley_cox_,Directed,Retweet
daileyjadon,thefoundingson,Directed,Retweet
dailysanfran,dailylosangeles,Directed,Retweet
iiddaamarks,dailylosangeles,Directed,Retweet
jadonhutchinson,dailylosangeles,Directed,Retweet
jassscott,dailylosangeles,Directed,Retweet
maymaymyy,dailylosangeles,Directed,Retweet
mrmoraan,dailylosangeles,Directed,Retweet
rosieonfleek,dailylosangeles,Directed,Retweet
reachitdoit,dailysandiego,Directed,Retweet
dalikwesha,wokeluisa,Directed,Retweet
daltonwood14,danageezus,Directed,Retweet
daltonwood14,jenn_abrams,Directed,Retweet
daltonwood14,politweecs,Directed,Retweet
damanimiles,jessybowwow,Directed,Retweet
damanimiles,trayneshacole,Directed,Retweet
dan_sel_lers,julianna_yes,Directed,Retweet
dana_garner_me,julianna_yes,Directed,Retweet
danageezus,jenn_abrams,Directed,Retweet
danageezus,loragreeen,Directed,Retweet
danageezus,politweecs,Directed,Retweet
danageezus,rapedbycosby,Directed,Retweet
danageezus,thefoundingson,Directed,Retweet
danageezus,trytofinditout,Directed,Retweet
danbr00ks,danageezus,Directed,Retweet
del_mcquarrie,danageezus,Directed,Retweet
dominicvalent,danageezus,Directed,Retweet
edwardbroberts,danageezus,Directed,Retweet
elianlindsey,danageezus,Directed,Retweet
emileewaren,danageezus,Directed,Retweet
errivvvvers,danageezus,Directed,Retweet
evewebster373,danageezus,Directed,Retweet
gaylehappymom,danageezus,Directed,Retweet
guillnavarrete,danageezus,Directed,Retweet
heyitsglor,danageezus,Directed,Retweet
hollydler,danageezus,Directed,Retweet
iiddaamarks,danageezus,Directed,Retweet
j0hnlarsen,danageezus,Directed,Retweet
jarrardnorman,danageezus,Directed,Retweet
johnnyblack91,danageezus,Directed,Retweet
jotefokis,danageezus,Directed,Retweet
kelvin_chambers,danageezus,Directed,Retweet
kenzdonovan,danageezus,Directed,Retweet
kimberleighlamb,danageezus,Directed,Retweet
kristyanann,danageezus,Directed,Retweet
lachlan_farley,danageezus,Directed,Retweet
laurabaeley,danageezus,Directed,Retweet
lazykstafford,danageezus,Directed,Retweet
lindddaaad,danageezus,Directed,Retweet
lucasstarbrand,danageezus,Directed,Retweet
mable_landry,danageezus,Directed,Retweet
marissaimstrong,danageezus,Directed,Retweet
maymaymyy,danageezus,Directed,Retweet
nanajdawson,danageezus,Directed,Retweet
patriotblake,danageezus,Directed,Retweet
prettylaraplace,danageezus,Directed,Retweet
priceforpierce,danageezus,Directed,Retweet
puredavie,danageezus,Directed,Retweet
rapedbycosby,danageezus,Directed,Retweet
richric_richard,danageezus,Directed,Retweet
riogithief,danageezus,Directed,Retweet
rlovenosause,danageezus,Directed,Retweet
roypreston1st,danageezus,Directed,Retweet
run_n_win,danageezus,Directed,Retweet
sm_downey,danageezus,Directed,Retweet
t0nyasinclair,danageezus,Directed,Retweet
tessyelmore,danageezus,Directed,Retweet
wayne_drake_,danageezus,Directed,Retweet
danaivanch,donetsknovosti,Directed,Retweet
danaivanch,maxdementiev,Directed,Retweet
danaivanch,novostimsk,Directed,Retweet
danaivanch,novostismr,Directed,Retweet
danaivanch,riafanru,Directed,Retweet
danaivanch,zubovnik,Directed,Retweet
danakatalimova,margoberoeva,Directed,Retweet
danakatalimova,maxdementiev,Directed,Retweet
danakatalimova,novosticrimea,Directed,Retweet
danakatalimova,nucolewp2000,Directed,Retweet
danakatalimova,virendra_coffin,Directed,Retweet
danakatalimova,zubovnik,Directed,Retweet
new_ageofmee,danakatalimova,Directed,Retweet
danbr00ks,jenn_abrams,Directed,Retweet
danbr00ks,politweecs,Directed,Retweet
danielletawn,politweecs,Directed,Retweet
daniilaleksand6,marisha_zu,Directed,Retweet
daniilaleksand6,politvlast,Directed,Retweet
daniilaleksand6,russianallies,Directed,Retweet
daniilaleksand6,zubovnik,Directed,Retweet
dannymaslov,donetsknovosti,Directed,Retweet
dannymaslov,evgenpaper,Directed,Retweet
dannymaslov,inforeactor,Directed,Retweet
dannymaslov,lugansknovosti,Directed,Retweet
dannymaslov,margosavazh,Directed,Retweet
dannymaslov,maxdementiev,Directed,Retweet
dannymaslov,maxim_arhip,Directed,Retweet
dannymaslov,nevnov_ru,Directed,Retweet
dannymaslov,riafanru,Directed,Retweet
dannymaslov,ruopentwit,Directed,Retweet
dannymaslov,viktor_lavren,Directed,Retweet
dannymaslov,vitaegorov,Directed,Retweet
dimaroscoe,dannymaslov,Directed,Retweet
vitaegorov,dannymaslov,Directed,Retweet
dannythehappies,jenn_abrams,Directed,Retweet
dannythehappies,politweecs,Directed,Retweet
jordansheltonw,dannythehappies,Directed,Retweet
danyborisov,novostiomska,Directed,Retweet
danyborisov,riafanru,Directed,Retweet
danyborisov,zubovnik,Directed,Retweet
daridadar,maxdementiev,Directed,Retweet
daridadar,novostikzn,Directed,Retweet
daridadar,riafanru,Directed,Retweet
daridadar,zubovnik,Directed,Retweet
darishalebedeva,lerochka_ala,Directed,Retweet
diana_17_08,darishalebedeva,Directed,Retweet
nikita_baglaev,darishalebedeva,Directed,Retweet
nikita_zal,darishalebedeva,Directed,Retweet
darktank1992,marisha_zu,Directed,Retweet
darktank1992,maxdementiev,Directed,Retweet
darktank1992,novostimsk,Directed,Retweet
darktank1992,novostispb,Directed,Retweet
darktank1992,zubovnik,Directed,Retweet
dashacao,grigadwin,Directed,Retweet
dashacao,maxdementiev,Directed,Retweet
dashacao,novostispb,Directed,Retweet
dashacao,politvlast,Directed,Retweet
dashacao,riafanru,Directed,Retweet
dashacao,russianallies,Directed,Retweet
dashacao,zubovnik,Directed,Retweet
dashustik3,denn_nikitin,Directed,Retweet
dashustik3,maxdementiev,Directed,Retweet
dashustik3,novostimsk,Directed,Retweet
dashustik3,novostispb,Directed,Retweet
dashustik3,riafanru,Directed,Retweet
dashustik3,zubovnik,Directed,Retweet
datwisenigga,trayneshacole,Directed,Retweet
datwisenigga,sincerepruitt,Directed,Retweet
davboyd_,glennharper_,Directed,Retweet
davboyd_,hollydler,Directed,Retweet
davboyd_,jacquelinisbest,Directed,Retweet
davboyd_,riogithief,Directed,Retweet
davidi_here,lenkaspb,Directed,Retweet
davidi_here,maxdementiev,Directed,Retweet
davidi_here,novosticrimea,Directed,Retweet
davidi_here,novostiomska,Directed,Retweet
davidi_here,riafanru,Directed,Retweet
davsiche,lionovaa,Directed,Retweet
davsiche,margosavazh,Directed,Retweet
davsiche,marygolyberva,Directed,Retweet
davsiche,vitanosova,Directed,Retweet
diana_17_08,davsiche,Directed,Retweet
