Source,Target,Type,Rel 
michellearry,donnabrivera,Directed,Retweet
xdwillie,donnabrivera,Directed,Retweet
donnie_hero_,ertmangreta,Directed,Retweet
donnielmiller,jenn_abrams,Directed,Retweet
donnielmiller,politweecs,Directed,Retweet
donnielmiller,sophiekole,Directed,Retweet
donnielmiller,thefoundingson,Directed,Retweet
dorocheviz,mary_giber,Directed,Retweet
dorothiebell,emileewaren,Directed,Retweet
dorothiebell,evagreen69,Directed,Retweet
dorothiebell,priceforpierce,Directed,Retweet
dorothiebell,roomofrumor,Directed,Retweet
dorothiebell,screamymonkey,Directed,Retweet
dorothiebell,specialaffair,Directed,Retweet
dorothiebell,thefoundingson,Directed,Retweet
dorothiebell,todaycleveland,Directed,Retweet
dorothiebell,tpartynews,Directed,Retweet
dorothiebell,wadeharriot,Directed,Retweet
dorsor077,novostispb,Directed,Retweet
dorsor077,riafanru,Directed,Retweet
dorsor077,zubovnik,Directed,Retweet
dp_trovsky,zubovnik,Directed,Retweet
dreameraloneme,novostimsk,Directed,Retweet
dreameraloneme,novostispb,Directed,Retweet
dreameraloneme,riafanru,Directed,Retweet
dreameraloneme,zubovnik,Directed,Retweet
drgregorywest,roomofrumor,Directed,Retweet
drgregorywest,screamymonkey,Directed,Retweet
drgregorywest,specialaffair,Directed,Retweet
drmichaelgarcia,ten_gop,Directed,Retweet
drmichaelgarcia,tessyelmore,Directed,Retweet
drmichaelgarcia,trayneshacole,Directed,Retweet
eliasbrick,drmichaelgarcia,Directed,Retweet
onemightyfish,drmichaelgarcia,Directed,Retweet
regieblackmon,drmichaelgarcia,Directed,Retweet
tessyelmore,drmichaelgarcia,Directed,Retweet
drobotovaz,karucz,Directed,Retweet
drobotovaz,maxdementiev,Directed,Retweet
drobotovaz,riafanru,Directed,Retweet
dumbtadumb,maxdementiev,Directed,Retweet
dumbtadumb,novostikzn,Directed,Retweet
dumbtadumb,novostismr,Directed,Retweet
dumbtadumb,novostispb,Directed,Retweet
dumbtadumb,riafanru,Directed,Retweet
dumbtadumb,zubovnik,Directed,Retweet
dumovaelvira,einsoll,Directed,Retweet
dumovaelvira,novostiekb,Directed,Retweet
dumovaelvira,novostikzn,Directed,Retweet
dumovaelvira,novostimsk,Directed,Retweet
dumovaelvira,novostirnd,Directed,Retweet
dumovaelvira,novostispb,Directed,Retweet
dumovaelvira,riafanru,Directed,Retweet
dumovaelvira,val_zol,Directed,Retweet
dumovaelvira,zubovnik,Directed,Retweet
duradurnova,maxdementiev,Directed,Retweet
duradurnova,novostiekb,Directed,Retweet
duradurnova,novostispb,Directed,Retweet
duradurnova,politvlast,Directed,Retweet
duradurnova,riafanru,Directed,Retweet
duradurnova,saftex,Directed,Retweet
duradurnova,vitanosova,Directed,Retweet
duradurnova,zubovnik,Directed,Retweet
durtytulip,maxdementiev,Directed,Retweet
durtytulip,novostimsk,Directed,Retweet
durtytulip,novostispb,Directed,Retweet
durtytulip,politics_t0day,Directed,Retweet
durtytulip,riafanru,Directed,Retweet
durtytulip,zubovnik,Directed,Retweet
dustincoool,julianna_yes,Directed,Retweet
dustincoool,willie_bign,Directed,Retweet
dutisite,kelvin_chambers,Directed,Retweet
dutisite,pati_cooper,Directed,Retweet
dutisite,prettylaraplace,Directed,Retweet
dutisite,thefoundingson,Directed,Retweet
rlovenosause,dutisite,Directed,Retweet
duuuuuuuuuk,krivelev_law,Directed,Retweet
duuuuuuuuuk,maxdementiev,Directed,Retweet
duuuuuuuuuk,riafanru,Directed,Retweet
dwightb0nd,shannongibsonim,Directed,Retweet
dyatloffpinatel,lenkaspb,Directed,Retweet
dyatloffpinatel,novostispb,Directed,Retweet
dyatloffpinatel,riafanru,Directed,Retweet
dyatloffpinatel,zubovnik,Directed,Retweet
dzhabirzahab,novostispb,Directed,Retweet
dzhabirzahab,riafanru,Directed,Retweet
dzhabirzahab,warfareww,Directed,Retweet
ebeckcoble,karucz,Directed,Retweet
ebeckcoble,maxdementiev,Directed,Retweet
ebeckcoble,novostispb,Directed,Retweet
ebeckcoble,politvlast,Directed,Retweet
ebeckcoble,riafanru,Directed,Retweet
ebeckcoble,russia42tv,Directed,Retweet
ebeckcoble,zubovnik,Directed,Retweet
eblashevo,novostinn,Directed,Retweet
eblashevo,politvlast,Directed,Retweet
eblashevo,riafanru,Directed,Retweet
eblashevo,russianallies,Directed,Retweet
eblashevo,vitanosova,Directed,Retweet
eblashevo,zubovnik,Directed,Retweet
ed_wa_rdd,maxdementiev,Directed,Retweet
ed_wa_rdd,novostimsk,Directed,Retweet
ed_wa_rdd,riafanru,Directed,Retweet
ed_wa_rdd,zubovnik,Directed,Retweet
eddiealonz0,gab1aldana,Directed,Retweet
edenisyy,katka_hero,Directed,Retweet
edenisyy,kir_gromov,Directed,Retweet
edenisyy,lara_kich,Directed,Retweet
edenisyy,manzal_,Directed,Retweet
edenisyy,sergo_yarosh,Directed,Retweet
edenisyy,zubovnik,Directed,Retweet
edmundc0oke,politweecs,Directed,Retweet
edmundc0oke,roomofrumor,Directed,Retweet
edmundc0oke,screamymonkey,Directed,Retweet
edwardbroberts,handsome_henson,Directed,Retweet
edwardbroberts,marissaimstrong,Directed,Retweet
edwardbroberts,michellearry,Directed,Retweet
karenparker93,edwardbroberts,Directed,Retweet
wayne_drake_,edwardbroberts,Directed,Retweet
edyardserg,geviwsektor,Directed,Retweet
edyardserg,krislisovskaya,Directed,Retweet
edyardserg,lerochka_ala,Directed,Retweet
edyardserg,vladimirkorz,Directed,Retweet
irenne_official,edyardserg,Directed,Retweet
kir_gromov,edyardserg,Directed,Retweet
rus_anis,edyardserg,Directed,Retweet
vlada_pollo,edyardserg,Directed,Retweet
effycavin,einsoll,Directed,Retweet
effycavin,novostikzn,Directed,Retweet
effycavin,riafanru,Directed,Retweet
egermans,marisha_zu,Directed,Retweet
egermans,riafanru,Directed,Retweet
egermans,zubovnik,Directed,Retweet
egor_glumov_,ingerasimova,Directed,Retweet
egor_glumov_,kravchukrussia,Directed,Retweet
egor_glumov_,lusovat,Directed,Retweet
egor_glumov_,motreha,Directed,Retweet
egor_glumov_,nevnov_ru,Directed,Retweet
egor_glumov_,toganshin,Directed,Retweet
egor_glumov_,vunona,Directed,Retweet
egor_lololo,elnoxel,Directed,Retweet
egor_lololo,emma_kvn,Directed,Retweet
egor_lololo,gavrushamsk,Directed,Retweet
egor_lololo,golldor,Directed,Retweet
egor_lololo,kadirovrussia,Directed,Retweet
egor_lololo,kravchukrussia,Directed,Retweet
egor_lololo,larinvika,Directed,Retweet
egor_lololo,lionovaa,Directed,Retweet
egor_lololo,manzal_,Directed,Retweet
egor_lololo,margoberoeva,Directed,Retweet
egor_lololo,margoveller,Directed,Retweet
egor_lololo,mermacie,Directed,Retweet
egor_lololo,miniakinandrew,Directed,Retweet
egor_lololo,misha_lopik,Directed,Retweet
egor_lololo,nickzlobin,Directed,Retweet
egor_lololo,nucolewp2000,Directed,Retweet
egor_lololo,oeterpri,Directed,Retweet
egor_lololo,politvlast,Directed,Retweet
egor_lololo,riafanru,Directed,Retweet
egor_lololo,robert_shander,Directed,Retweet
egor_lololo,rostsergeev,Directed,Retweet
egor_lololo,spasibovvp,Directed,Retweet
egor_lololo,spbsport,Directed,Retweet
egor_lololo,stopigra10,Directed,Retweet
egor_lololo,tazist,Directed,Retweet
egor_lololo,v_vasilevna,Directed,Retweet
egorbaranovv,evgenpaper,Directed,Retweet
egorbaranovv,inforeactor,Directed,Retweet
egorbaranovv,margosavazh,Directed,Retweet
egorbaranovv,maxdementiev,Directed,Retweet
egorbaranovv,maxim_arhip,Directed,Retweet
egorbaranovv,nevnov_ru,Directed,Retweet
egorbaranovv,old_new_policy,Directed,Retweet
egorbaranovv,riafanru,Directed,Retweet
egorbaranovv,ruopentwit,Directed,Retweet
egorbaranovv,v_bakulin,Directed,Retweet
egorbaranovv,viktor_lavren,Directed,Retweet
egorbaranovv,vitaegorov,Directed,Retweet
maxim_arhip,egorbaranovv,Directed,Retweet
egorov_dimc,marymozhaiskaya,Directed,Retweet
egorov_dimc,maxdementiev,Directed,Retweet
egorov_dimc,nucolewp2000,Directed,Retweet
egorov_dimc,zubovnik,Directed,Retweet
nikita_zal,egorov_dimc,Directed,Retweet
rus_anis,egorov_dimc,Directed,Retweet
egorovalekss,novostichel,Directed,Retweet
egorovalekss,politkach,Directed,Retweet
egorovalekss,riafanru,Directed,Retweet
egorovsdesign,einsoll,Directed,Retweet
egorovsdesign,maxdementiev,Directed,Retweet
egorovsdesign,politkach,Directed,Retweet
egorovsdesign,riafanru,Directed,Retweet
egorsaev,katka_hero,Directed,Retweet
egorsaev,kir_gromov,Directed,Retweet
egorsaev,lara_kich,Directed,Retweet
egorsaev,nevnov_ru,Directed,Retweet
egorsaev,sergo_yarosh,Directed,Retweet
egorsaev,zubovnik,Directed,Retweet
egorusshka,maxdementiev,Directed,Retweet
egorusshka,novostimsk,Directed,Retweet
egorusshka,riafanru,Directed,Retweet
egorusshka,zubovnik,Directed,Retweet
einsoll,maxdementiev,Directed,Retweet
einsoll,novostimsk,Directed,Retweet
einsoll,novostismr,Directed,Retweet
einsoll,politkach,Directed,Retweet
einsoll,riafanru,Directed,Retweet
elleonoraageeva,einsoll,Directed,Retweet
emma_kvn,einsoll,Directed,Retweet
ewyoplay,einsoll,Directed,Retweet
feymiira,einsoll,Directed,Retweet
gromovagirll,einsoll,Directed,Retweet
himkovvlad,einsoll,Directed,Retweet
ianamontana,einsoll,Directed,Retweet
igorberejnev,einsoll,Directed,Retweet
ingageorg,einsoll,Directed,Retweet
irnella1,einsoll,Directed,Retweet
ivanimlin,einsoll,Directed,Retweet
kugin_1991,einsoll,Directed,Retweet
larvin_aiyanna,einsoll,Directed,Retweet
natalipetrick,einsoll,Directed,Retweet
nini__2014,einsoll,Directed,Retweet
nolnaoou,einsoll,Directed,Retweet
sanyabessonov,einsoll,Directed,Retweet
sem_vadikk,einsoll,Directed,Retweet
sergeivchenko,einsoll,Directed,Retweet
taaniya99,einsoll,Directed,Retweet
v_vasilevna,einsoll,Directed,Retweet
yllia0,einsoll,Directed,Retweet
zimnikovavenera,einsoll,Directed,Retweet
ekaterina_frol,katka_hero,Directed,Retweet
ekaterina_frol,lara_kich,Directed,Retweet
ekaterina_frol,zubovnik,Directed,Retweet
rus_anis,ekaterina_frol,Directed,Retweet
elenkolmogorova,kapfen,Directed,Retweet
elenkolmogorova,maxdementiev,Directed,Retweet
elenkolmogorova,novosticrimea,Directed,Retweet
elenkolmogorova,novostimsk,Directed,Retweet
elenkolmogorova,riafanru,Directed,Retweet
elenkolmogorova,zubovnik,Directed,Retweet
elensomova,maxdementiev,Directed,Retweet
elensomova,novostichel,Directed,Retweet
elensomova,novostikzn,Directed,Retweet
elensomova,novostispb,Directed,Retweet
elensomova,riafanru,Directed,Retweet
elianlindsey,jarrardnorman,Directed,Retweet
elianlindsey,jenn_abrams,Directed,Retweet
eliasbrick,lagonehoe,Directed,Retweet
eliasbrick,screamymonkey,Directed,Retweet
eliasbrick,siccerthanyou,Directed,Retweet
eliasbrick,trayneshacole,Directed,Retweet
sincerepruitt,eliasbrick,Directed,Retweet
elithkury,emmybambi,Directed,Retweet
elithkury,ericbeberg,Directed,Retweet
elithkury,mihhblack,Directed,Retweet
elithkury,mtthsberger,Directed,Retweet
elithkury,petermaglob,Directed,Retweet
elithkury,wernerboch,Directed,Retweet
rarekrista,elithkury,Directed,Retweet
elizaveta_bolda,maxdementiev,Directed,Retweet
elizaveta_bolda,novosticrimea,Directed,Retweet
elizaveta_bolda,novostikzn,Directed,Retweet
elizaveta_bolda,novostimsk,Directed,Retweet
elizaveta_bolda,novostispb,Directed,Retweet
elizaveta_bolda,politvlast,Directed,Retweet
elizaveta_bolda,riafanru,Directed,Retweet
elizaveta_bolda,vitanosova,Directed,Retweet
elizaveta_bolda,zubovnik,Directed,Retweet
elleonoraageeva,maxdementiev,Directed,Retweet
elleonoraageeva,novostinsk,Directed,Retweet
elleonoraageeva,novostismr,Directed,Retweet
elleonoraageeva,riafanru,Directed,Retweet
elleonoraageeva,zubovnik,Directed,Retweet
ellisharm0n,jarrardnorman,Directed,Retweet
ellisharm0n,lara88lara88,Directed,Retweet
mr_clampin,ellisharm0n,Directed,Retweet
kir_gromov,elnoxel,Directed,Retweet
klim_petrov_,elnoxel,Directed,Retweet
kuznetsov_boris,elnoxel,Directed,Retweet
margoveller,elnoxel,Directed,Retweet
mary_giber,elnoxel,Directed,Retweet
sersafronoff,elnoxel,Directed,Retweet
unicornrainbws,elnoxel,Directed,Retweet
youknewmyname,elnoxel,Directed,Retweet
emileewaren,ignitedfirestar,Directed,Retweet
emileewaren,lazykstafford,Directed,Retweet
emileewaren,marissaimstrong,Directed,Retweet
emileewaren,pamela_moore13,Directed,Retweet
emileewaren,priceforpierce,Directed,Retweet
emileewaren,resistersunion,Directed,Retweet
emileewaren,roomofrumor,Directed,Retweet
emileewaren,screamymonkey,Directed,Retweet
emileewaren,specialaffair,Directed,Retweet
emileewaren,thefoundingson,Directed,Retweet
evewebster373,emileewaren,Directed,Retweet
happkendrahappy,emileewaren,Directed,Retweet
jacquelinisbest,emileewaren,Directed,Retweet
jeannemccarthy0,emileewaren,Directed,Retweet
prettylaraplace,emileewaren,Directed,Retweet
riogithief,emileewaren,Directed,Retweet
wayne_drake_,emileewaren,Directed,Retweet
emilylounge,maxdementiev,Directed,Retweet
emilylounge,riafanru,Directed,Retweet
emilylounge,zubovnik,Directed,Retweet
emma_kvn,fedotovaroza,Directed,Retweet
emma_kvn,fhilpril,Directed,Retweet
emma_kvn,lugansknovosti,Directed,Retweet
emma_kvn,margoberoeva,Directed,Retweet
emma_kvn,maxdementiev,Directed,Retweet
emma_kvn,novosticrimea,Directed,Retweet
emma_kvn,novostispb,Directed,Retweet
emma_kvn,nucolewp2000,Directed,Retweet
emma_kvn,shakhovofficial,Directed,Retweet
emma_kvn,yah_malina,Directed,Retweet
emma_kvn,zubovnik,Directed,Retweet
esayl_inin,emma_kvn,Directed,Retweet
evgen_bbb,emma_kvn,Directed,Retweet
filinleonid,emma_kvn,Directed,Retweet
frolfroldi,emma_kvn,Directed,Retweet
galentinivakin,emma_kvn,Directed,Retweet
gavrushamsk,emma_kvn,Directed,Retweet
gleb_xleb_,emma_kvn,Directed,Retweet
grach_vasilii,emma_kvn,Directed,Retweet
graf_veber,emma_kvn,Directed,Retweet
griga_bash,emma_kvn,Directed,Retweet
grishazubkov,emma_kvn,Directed,Retweet
grishin_slava,emma_kvn,Directed,Retweet
grishinvanno,emma_kvn,Directed,Retweet
gvardeykalena,emma_kvn,Directed,Retweet
ilyazeludev,emma_kvn,Directed,Retweet
irenne_official,emma_kvn,Directed,Retweet
katka_hero,emma_kvn,Directed,Retweet
kir_gromov,emma_kvn,Directed,Retweet
kirilldechterev,emma_kvn,Directed,Retweet
komarova6969,emma_kvn,Directed,Retweet
kozlenko_slavk,emma_kvn,Directed,Retweet
kristhug5,emma_kvn,Directed,Retweet
kuznetsov_boris,emma_kvn,Directed,Retweet
kyrill_moto,emma_kvn,Directed,Retweet
ladavish,emma_kvn,Directed,Retweet
lady_dianaaaaa,emma_kvn,Directed,Retweet
lenalyo,emma_kvn,Directed,Retweet
lubomirob,emma_kvn,Directed,Retweet
madlen_jeenes,emma_kvn,Directed,Retweet
maks_dunay,emma_kvn,Directed,Retweet
maks_osipov_,emma_kvn,Directed,Retweet
maratkalyashin,emma_kvn,Directed,Retweet
mary_giber,emma_kvn,Directed,Retweet
maxsundukov,emma_kvn,Directed,Retweet
maxyasta,emma_kvn,Directed,Retweet
miniakinandrew,emma_kvn,Directed,Retweet
mosoblstalker,emma_kvn,Directed,Retweet
myquicksilver,emma_kvn,Directed,Retweet
natali_beast,emma_kvn,Directed,Retweet
new_ageofmee,emma_kvn,Directed,Retweet
nickzlobin,emma_kvn,Directed,Retweet
nikita_zal,emma_kvn,Directed,Retweet
nikolayvakhrush,emma_kvn,Directed,Retweet
nini_711,emma_kvn,Directed,Retweet
odinecsasha,emma_kvn,Directed,Retweet
orehovanatalja,emma_kvn,Directed,Retweet
ostrovofficer,emma_kvn,Directed,Retweet
parhomenkoyury,emma_kvn,Directed,Retweet
patriotka_rusi,emma_kvn,Directed,Retweet
petrenkom_,emma_kvn,Directed,Retweet
pikinbogdan,emma_kvn,Directed,Retweet
rburno_,emma_kvn,Directed,Retweet
romangorolov,emma_kvn,Directed,Retweet
rosist_n1,emma_kvn,Directed,Retweet
rostsergeev,emma_kvn,Directed,Retweet
rus_anis,emma_kvn,Directed,Retweet
sborisoglebsky,emma_kvn,Directed,Retweet
sergeevich_art,emma_kvn,Directed,Retweet
slavabulatov,emma_kvn,Directed,Retweet
slavaseroff,emma_kvn,Directed,Retweet
slavoslov,emma_kvn,Directed,Retweet
smolnyvasiliy,emma_kvn,Directed,Retweet
supportruth,emma_kvn,Directed,Retweet
teodor_fm_,emma_kvn,Directed,Retweet
ti_mironov,emma_kvn,Directed,Retweet
timborvicky,emma_kvn,Directed,Retweet
v_danchicov,emma_kvn,Directed,Retweet
valentinyakush,emma_kvn,Directed,Retweet
valerabay,emma_kvn,Directed,Retweet
varginslava,emma_kvn,Directed,Retweet
vasyadobriy,emma_kvn,Directed,Retweet
vodniikrasnov,emma_kvn,Directed,Retweet
vovanabramkin,emma_kvn,Directed,Retweet
vvarlamovv,emma_kvn,Directed,Retweet
yah_malina,emma_kvn,Directed,Retweet
yllia0,emma_kvn,Directed,Retweet
zazhilmikhail,emma_kvn,Directed,Retweet
zendmitrov,emma_kvn,Directed,Retweet
zimnikovavenera,emma_kvn,Directed,Retweet
emmabahval,karucz,Directed,Retweet
emmabahval,maxdementiev,Directed,Retweet
emmabahval,novostirnd,Directed,Retweet
emmabahval,riafanru,Directed,Retweet
emmettmth,pigeontoday,Directed,Retweet
emmettmth,roomofrumor,Directed,Retweet
emmettmth,todaypittsburgh,Directed,Retweet
emmybambi,erdollum,Directed,Retweet
emmybambi,ericbeberg,Directed,Retweet
emmybambi,lukas_rosler,Directed,Retweet
emmybambi,mihhblack,Directed,Retweet
emmybambi,mtthsberger,Directed,Retweet
emmybambi,paulinaneustart,Directed,Retweet
emmybambi,vickiebarbar,Directed,Retweet
ericbeberg,emmybambi,Directed,Retweet
katherinesks,emmybambi,Directed,Retweet
ladysaschak,emmybambi,Directed,Retweet
lara88lara88,emmybambi,Directed,Retweet
mihhblack,emmybambi,Directed,Retweet
paulinaneustart,emmybambi,Directed,Retweet
stwagnerariana,emmybambi,Directed,Retweet
vickiebarbar,emmybambi,Directed,Retweet
epishinakate,maxdementiev,Directed,Retweet
epishinakate,novostispb,Directed,Retweet
epishinakate,riafanru,Directed,Retweet
epishinakate,zubovnik,Directed,Retweet
erastovarthur,maxdementiev,Directed,Retweet
erastovarthur,novostikzn,Directed,Retweet
erastovarthur,riafanru,Directed,Retweet
erastovarthur,zubovnik,Directed,Retweet
erdollum,mtthsberger,Directed,Retweet
erichummell,erdollum,Directed,Retweet
mariaberstein,erdollum,Directed,Retweet
mihhblack,erdollum,Directed,Retweet
philip_prichte,erdollum,Directed,Retweet
stwagnerariana,erdollum,Directed,Retweet
wernerboch,erdollum,Directed,Retweet
ereminkiryusha,marisha_zu,Directed,Retweet
ereminkiryusha,novostispb,Directed,Retweet
ereminkiryusha,zubovnik,Directed,Retweet
ericarutter,jenn_abrams,Directed,Retweet
ericarutter,politweecs,Directed,Retweet
ericarutter,thefoundingson,Directed,Retweet
ericbeberg,lara88lara88,Directed,Retweet
ericbeberg,lukas_rosler,Directed,Retweet
ericbeberg,mihhblack,Directed,Retweet
ericbeberg,mtthsberger,Directed,Retweet
ericbeberg,vickiebarbar,Directed,Retweet
johjohho,ericbeberg,Directed,Retweet
ladysaschak,ericbeberg,Directed,Retweet
lara88lara88,ericbeberg,Directed,Retweet
mihhblack,ericbeberg,Directed,Retweet
mwoodslw,ericbeberg,Directed,Retweet
paulinaneustart,ericbeberg,Directed,Retweet
stwagnerariana,ericbeberg,Directed,Retweet
vickiebarbar,ericbeberg,Directed,Retweet
wernerboch,ericbeberg,Directed,Retweet
erichummell,lukas_rosler,Directed,Retweet
ermashova90,novostikzn,Directed,Retweet
ermashova90,novostimsk,Directed,Retweet
ermashova90,novostismr,Directed,Retweet
ermashova90,novostispb,Directed,Retweet
ermashova90,riafanru,Directed,Retweet
ermashova90,zubovnik,Directed,Retweet
ernashephard,politweecs,Directed,Retweet
erofeenkoanton,kadirovrussia,Directed,Retweet
erofeenkoanton,krasilnikovbor,Directed,Retweet
erofeenkoanton,lugansknovosti,Directed,Retweet
erofeenkoanton,margosavazh,Directed,Retweet
erofeenkoanton,novosticrimea,Directed,Retweet
erofeenkoanton,novostidamask,Directed,Retweet
erofeenkoanton,romangorolov,Directed,Retweet
erofeenkoanton,ruopentwit,Directed,Retweet
erofeenkoanton,russianallies,Directed,Retweet
erofeenkoanton,taisiaavdeeva,Directed,Retweet
erofeenkoanton,ten_gop,Directed,Retweet
erofeenkoanton,zubovnik,Directed,Retweet
erohova_k,lenkaspb,Directed,Retweet
erohova_k,maxdementiev,Directed,Retweet
erohova_k,novostispb,Directed,Retweet
erohova_k,riafanru,Directed,Retweet
erohova_k,val_zol,Directed,Retweet
erohova_k,vunona,Directed,Retweet
erovinkolorad,novostichel,Directed,Retweet
erovinkolorad,novostismr,Directed,Retweet
erovinkolorad,riafanru,Directed,Retweet
erovinkolorad,zubovnik,Directed,Retweet
errivvvvers,jasper_fly,Directed,Retweet
errivvvvers,lachlan_farley,Directed,Retweet
errivvvvers,tessyelmore,Directed,Retweet
liljordamn,errivvvvers,Directed,Retweet
notballinyet,errivvvvers,Directed,Retweet
peytoncashout,errivvvvers,Directed,Retweet
youjustctrlc,errivvvvers,Directed,Retweet
ertmangreta,ina_malone,Directed,Retweet
ertmangreta,kennygratham,Directed,Retweet
ertmangreta,pigeontoday,Directed,Retweet
ertmangreta,sherman_cn,Directed,Retweet
esayl_inin,nickzlobin,Directed,Retweet
esayl_inin,novostispb,Directed,Retweet
esayl_inin,politvlast,Directed,Retweet
esayl_inin,zubovnik,Directed,Retweet
gavriilzaharov,essykrac,Directed,Retweet
gozhman,essykrac,Directed,Retweet
irenne_official,essykrac,Directed,Retweet
iris0_o,essykrac,Directed,Retweet
klim_petrov_,essykrac,Directed,Retweet
lisichkinjenya,essykrac,Directed,Retweet
lubomirob,essykrac,Directed,Retweet
polipropilenova,essykrac,Directed,Retweet
polllypollly,essykrac,Directed,Retweet
sergey__o,essykrac,Directed,Retweet
victor_samsonof,essykrac,Directed,Retweet
vikus1992,essykrac,Directed,Retweet
vityagrushin,essykrac,Directed,Retweet
etomoyoimya,nevnov_ru,Directed,Retweet
etomoyoimya,novostispb,Directed,Retweet
etomoyoimya,politvlast,Directed,Retweet
etomoyoimya,vitanosova,Directed,Retweet
etomoyoimya,zubovnik,Directed,Retweet
etoyagrisha,maxdementiev,Directed,Retweet
etoyagrisha,novostimsk,Directed,Retweet
etoyagrisha,novostispb,Directed,Retweet
etoyagrisha,riafanru,Directed,Retweet
eugenellll,maxdementiev,Directed,Retweet
eugenellll,novostikzn,Directed,Retweet
eugenellll,novostispb,Directed,Retweet
eugenellll,politvlast,Directed,Retweet
eugenellll,riafanru,Directed,Retweet
eugenellll,zubovnik,Directed,Retweet
eurynmccolley,fameonyoubitch,Directed,Retweet
eurynmccolley,jenn_abrams,Directed,Retweet
eurynmccolley,politweecs,Directed,Retweet
evagreen69,pamela_moore13,Directed,Retweet
evagreen69,thefoundingson,Directed,Retweet
evagreen69,tpartynews,Directed,Retweet
evagreen69,worldofhashtags,Directed,Retweet
heyits_toby,evagreen69,Directed,Retweet
jacquelinisbest,evagreen69,Directed,Retweet
marissaimstrong,evagreen69,Directed,Retweet
mr_clampin,evagreen69,Directed,Retweet
mrjacksjackson,evagreen69,Directed,Retweet
priceforpierce,evagreen69,Directed,Retweet
thefoundingson,evagreen69,Directed,Retweet
themanmachine17,evagreen69,Directed,Retweet
westernwindwes,evagreen69,Directed,Retweet
worldofhashtags,evagreen69,Directed,Retweet
evannotmcgregor,pigeontoday,Directed,Retweet
evbowman,politweecs,Directed,Retweet
everiiast,novosticrimea,Directed,Retweet
everiiast,riafanru,Directed,Retweet
evewebster373,pigeontoday,Directed,Retweet
evewebster373,roomofrumor,Directed,Retweet
evewebster373,screamymonkey,Directed,Retweet
evewebster373,specialaffair,Directed,Retweet
jotefokis,evewebster373,Directed,Retweet
pati_cooper,evewebster373,Directed,Retweet
prettylaraplace,evewebster373,Directed,Retweet
riogithief,evewebster373,Directed,Retweet
evgen_bbb,gavrushamsk,Directed,Retweet
evgen_bbb,gleb_xleb_,Directed,Retweet
evgen_bbb,jamimahdi,Directed,Retweet
evgen_bbb,kadirovrussia,Directed,Retweet
evgen_bbb,kyrill_moto,Directed,Retweet
evgen_bbb,lenalyo,Directed,Retweet
evgen_bbb,margoberoeva,Directed,Retweet
evgen_bbb,marymozhaiskaya,Directed,Retweet
evgen_bbb,misha_prokf,Directed,Retweet
evgen_bbb,novostispb,Directed,Retweet
evgen_bbb,nucolewp2000,Directed,Retweet
evgen_bbb,pavignatiev,Directed,Retweet
evgen_bbb,robert_shander,Directed,Retweet
evgen_bbb,theovyazgin,Directed,Retweet
evgen_bbb,v_vasilevna,Directed,Retweet
evgen_bbb,zaytcevy,Directed,Retweet
evgeniinikon,kadirovrussia,Directed,Retweet
evgeniinikon,krasilnikovbor,Directed,Retweet
evgeniinikon,mama_russland,Directed,Retweet
evgeniinikon,romangorolov,Directed,Retweet
evgeniinikon,ruopentwit,Directed,Retweet
evgeniinikon,taisiaavdeeva,Directed,Retweet
evgeniinikon,zubovnik,Directed,Retweet
glebnikon,evgeniinikon,Directed,Retweet
mama_russland,evgeniinikon,Directed,Retweet
mihanovikov,evgeniinikon,Directed,Retweet
valeyina_dm,evgeniinikon,Directed,Retweet
evgenishenko,ingerasimova,Directed,Retweet
evgenishenko,katka_hero,Directed,Retweet
evgenishenko,nickzlobin,Directed,Retweet
evgenishenko,novostispb,Directed,Retweet
evgenishenko,theovyazgin,Directed,Retweet
evgenishenko,zubovnik,Directed,Retweet
evgeniyymirosh1,marisha_zu,Directed,Retweet
evgeniyymirosh1,politvlast,Directed,Retweet
evgeniyymirosh1,vitanosova,Directed,Retweet
evgeniyyvorobev,marisha_zu,Directed,Retweet
evgeniyyvorobev,novostispb,Directed,Retweet
evgeniyyvorobev,politvlast,Directed,Retweet
evgeniyyvorobev,vitanosova,Directed,Retweet
evgeniyyvorobev,zubovnik,Directed,Retweet
evgenpaper,margosavazh,Directed,Retweet
evgenpaper,maxdementiev,Directed,Retweet
evgenpaper,ruopentwit,Directed,Retweet
evgenpaper,v_bakulin,Directed,Retweet
evgenpaper,viktor_lavren,Directed,Retweet
evgenpaper,vitaegorov,Directed,Retweet
leonid_zak,evgenpaper,Directed,Retweet
leva_danilov,evgenpaper,Directed,Retweet
makarovsen,evgenpaper,Directed,Retweet
maxim_arhip,evgenpaper,Directed,Retweet
mishka_bagirov,evgenpaper,Directed,Retweet
nastanufrieva,evgenpaper,Directed,Retweet
nikola_holahola,evgenpaper,Directed,Retweet
pashabatyrev,evgenpaper,Directed,Retweet
pashaborodach,evgenpaper,Directed,Retweet
robert_shander,evgenpaper,Directed,Retweet
rodya_bez,evgenpaper,Directed,Retweet
ruslanvaxidov,evgenpaper,Directed,Retweet
sasha_berezhnoy,evgenpaper,Directed,Retweet
smolnyvasiliy,evgenpaper,Directed,Retweet
tema_korsakov,evgenpaper,Directed,Retweet
uliabelushiva,evgenpaper,Directed,Retweet
v_bakulin,evgenpaper,Directed,Retweet
v_danchicov,evgenpaper,Directed,Retweet
v_vasilevna,evgenpaper,Directed,Retweet
